"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52"
"1" 0 7.86419064304344 9.36925378883125 8.81964491999134 4.58352025860241 4.71055748999509 10.7524754495574 5.46840819478637 4.79857670279482 4.38935484042121 7.16521091765191 9.01350812667743 8.09284836641883 6.25348676700248 6.5714963632501 7.07323393321824 11.3008631149763 7.83051285464028 5.90147122922425 6.27764938148071 8.07685449964174 7.25138320806688 16.8079538619174 2.92742776565461 9.18103854545926 6.01377758824508 0.907836121206788 5.55833728679714 7.74531099352855 9.74177441282404 9.04167640391703 1.1603882993147 2.54743842607579 4.09008435879745 11.6781561918221 6.76887151273645 0.97090051665707 3.63360103968093 6.4094494401307 16.8506502047563 4.58734049980295 4.90465140700365 6.44676379184988 6.13892537868352 9.90864857340321 7.88558092391915 5.60448322662643 8.91164567998245 4.05013380865649 5.74194424393328 3.23266816540771 7.70485141420005
"2" 7.86419064304344 0 1.51886283093786 2.24111461694023 3.29125060215758 5.11659061070578 4.6863735056898 4.39317348052011 3.82197120669369 4.54061816443368 5.07269393847956 2.07109113324535 4.64410531725794 2.07559347708596 3.1303933250053 1.1152900668607 5.55132666760564 2.52050029592971 2.09551050566715 5.38225630576642 3.46181766876354 2.2928845103757 17.3937586976264 5.17274623150221 3.60466534810648 3.5203465730446 6.97307855301495 2.31320813773587 3.42831387778343 3.85733884934871 1.24579131127589 6.87425382719927 5.91352260031459 4.03089819372294 4.54412462313724 3.82402475156445 7.61274922319449 4.28953030972208 4.3231325805076 17.8342012319742 4.87376342478448 2.99477507018377 4.43890637063084 2.83393822322652 3.76910119863536 1.54110390723744 2.33333883387782 1.55581260091797 3.90894512175789 3.94033922282416 4.63358102528717 2.83410315726431
"3" 9.36925378883125 1.51886283093786 0 2.48875290886964 4.80625914109233 6.50969206235178 4.03821406129012 5.48472829111453 5.13226066830755 5.99504244350646 6.08089826344178 1.70053142821467 5.41346005504407 3.50721634868573 4.32232904098321 2.39030549720368 4.91543095384631 3.32887123538368 3.5235675867033 6.55767962300317 3.79587662124104 3.35770123377803 18.107820684196 6.62867789829013 3.45106995044909 4.56438694234918 8.47378560408861 3.81103026042861 4.25904036121836 3.91845307061045 0.739524557263106 8.39049255847901 7.34193477724552 5.46139140055005 3.36607611576459 4.61721701056899 9.13118249215006 5.80770464552237 5.19267297419661 18.6056673687385 6.10094369591832 4.47743210968965 5.59222175517759 3.95143626488285 3.27507756263882 2.09441127298329 3.85029081473195 1.1349623346498 5.37719291026641 5.00900851939214 6.14304741385272 3.33457896443393
"4" 8.81964491999134 2.24111461694023 2.48875290886964 0 4.42243824758848 4.94698880780063 6.49569293144675 6.43474282301795 5.64021627194097 4.71216596443114 3.8331618128353 3.97469537002037 2.99742332317534 2.6009231489722 2.53921948985605 3.25465405844274 7.3766794418077 1.18496519387651 3.85907583643452 4.50599537952544 5.68629957449336 1.61766846103209 15.6224957946463 6.54279280174873 5.68587800986817 5.62755616128079 8.00129294953886 3.77334374877351 1.95943465878292 1.61652634640431 1.75949887856366 7.70578012304648 7.34685998522908 5.56816947089624 5.79982562511232 6.03104330993378 8.33923896638077 5.22417933451467 6.49617017957296 16.1285982337816 6.75835474374474 4.43386588045975 3.57057350670918 4.9243559546665 5.67250747528135 3.75794016037508 3.39762721203229 3.363397270061 5.31722884508111 6.01528317482245 5.70500529214374 5.07152426265989
"5" 4.58352025860241 3.29125060215758 4.80625914109233 4.42243824758848 0 2.88548069953922 6.9125438205702 3.14855713222962 1.9563165175646 2.0492388792528 4.4280958057719 4.70866515689275 4.80650962062734 1.83687057277852 2.7775561469572 2.63077082764488 7.63781419050389 3.64849367516607 1.53576074030026 4.07508001267103 4.53899928885672 3.0297377867588 16.5072936282278 2.12885390043992 5.4041754606886 2.88963007208584 3.70406049130729 1.03998140789208 3.94531497692091 5.64121862482653 4.45824323015011 3.58441852992531 2.93908490860226 1.36177169373618 7.42914602383015 3.7384608529695 4.33194869199058 1.0165691793574 3.80237693853487 16.7946547273409 2.94571702984686 0.643552769877118 3.51670514509305 2.49114250862787 5.97412129841203 3.60195650747265 1.04470838078275 4.48037992657932 0.996787917769941 2.98617396314955 1.35235026757431 3.94734762989312
"6" 4.71055748999509 5.11659061070578 6.50969206235178 4.94698880780063 2.88548069953922 0 9.48427598980709 5.96238199541297 4.76026227798041 0.844442748181159 2.4550690276997 7.02202823400434 3.42252090836982 3.04158724816284 2.40778920934124 4.98550091971893 10.2749031815923 3.7764270589535 4.19402547385022 1.61883322254 7.32852429960995 3.36993383527454 13.6919078592978 3.97645605456548 8.06977301896862 5.77497635602885 4.17191267491127 3.62223358227789 3.34161735622699 5.39218858559554 5.91051690693697 3.571177748688 4.62311830846655 3.96576021324528 9.64769259506135 6.62205891381543 3.93075514627308 2.46312552302861 6.67761603881788 13.9477169476615 5.5713866092044 3.51964390327782 1.78468489465549 5.34914109658902 8.5289241226345 6.04211714729574 3.1048708273216 6.62226855223168 3.56997072058369 5.85238562153175 2.88881473990378 6.69511967471201
"7" 10.7524754495574 4.6863735056898 4.03821406129012 6.49569293144675 6.9125438205702 9.48427598980709 0 5.43328924572456 5.95789078650782 8.75859624725087 9.75829000269403 2.61769797704471 9.28463238939717 6.56145754638413 7.78962537604721 4.50198477258298 0.881333214295237 7.14648439315696 5.39086324331736 10.0153247903783 2.69316881870426 6.97847934056093 22.0428194294385 7.83814769895868 1.57279021113496 4.74700852185811 9.86920370752756 5.94459122076188 8.07858252217332 7.95503466810578 4.74146633357937 10.0850951006635 8.26040706524046 6.73986050619494 1.87440654183738 4.08024073083133 10.875105381266 7.85280324057227 4.58556258979714 22.5031061181108 6.33203365753388 6.31654373468746 9.09475991390243 4.65804410097226 0.955453753650552 3.44632402170923 6.38594127977756 3.18694910431598 6.90490456278422 5.06596356327925 7.9321297068051 3.06773667648172
"8" 5.46840819478637 4.39317348052011 5.48472829111453 6.43474282301795 3.14855713222962 5.96238199541297 5.43328924572456 0 1.20336013588359 5.11888268649306 7.52716941923497 4.3626963004164 7.74479462147716 4.38791248620071 5.68908630344594 3.27789696081874 5.88781216541249 6.11827264496746 2.63365785329275 7.22349292528627 2.75216902261036 5.55995646645514 19.6404382424685 2.72386540376117 3.90635982006765 0.924143438869353 4.64090378332685 2.94939567738367 6.70589160426274 7.96250977178682 5.57012983616382 5.0248420448041 2.92170702177277 2.03845393365054 6.68399719358219 1.35335253382233 5.78300398183182 3.57198868621849 0.943894078423021 19.9093841970227 0.904554654346374 2.60135862123267 6.6245877907709 1.56246887531735 4.69717044483343 3.43205351125453 3.5737037455796 4.56027983036252 2.4111560396946 0.477938540884959 3.33251339724939 2.59671163388415
"9" 4.79857670279482 3.82197120669369 5.13226066830755 5.64021627194097 1.9563165175646 4.76026227798041 5.95789078650782 1.20336013588359 0 3.9163970803888 6.36567058884249 4.35820223561119 6.64904102456991 3.36229200212163 4.58953307558398 2.75711542248288 6.53819530126559 5.16576133122338 1.79079500072708 6.02953810725816 3.30186857322208 4.57674984355346 18.4372491491615 1.88065805811234 4.38530650022567 1.26476662144977 3.91143855228554 1.93278939258335 5.66617926458154 7.08747183571079 5.06116824409666 4.15948822244891 2.37073728905184 0.894792271733373 6.93337819240183 2.11266888472704 4.94466085985135 2.39446433965551 1.97962273555281 18.7065122129906 1.12634586729275 1.45357523528139 5.45780811181003 1.36617424275158 5.11086559912861 3.27439361034298 2.50452029437369 4.39225587448474 1.23008849894452 1.15039916984674 2.21687270660737 2.9066996646086
"10" 4.38935484042121 4.54061816443368 5.99504244350646 4.71216596443114 2.0492388792528 0.844442748181159 8.75859624725087 5.11888268649306 3.9163970803888 0 2.95273999093289 6.35508819723346 3.73975523274884 2.48795029416387 2.25179067902845 4.2824068591309 9.53140248726544 3.59924413637523 3.41273096234328 2.28766161449396 6.53224190195102 3.09483079957 14.5300960084453 3.22772626122106 7.3126129529733 4.93656990342817 3.72986573306372 2.84190864187546 3.3742208569637 5.40526530187263 5.44996581340956 3.22899816718806 3.92476286754873 3.13012558287372 9.02355985413318 5.78769970584894 3.73485652644334 1.65252277892717 5.83457454308759 14.7906148849302 4.74397790804692 2.68794177168213 2.1210431575029 4.52695772514011 7.80515213273987 5.33353337217788 2.37810177907862 5.99555414516071 2.73206644790357 5.00854571588465 2.11762647937529 5.90999020026057
